City_ID,Action_Name,Action_ID,Start Date (Date),End Date (Date),Costs (Number),Scope (String),Measure (Label),Short Description (Text)
Casablanca,Urban Walkability Improvements,A0719,2016/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Implementation of walkability improvements including crossing enhancements and pedestrian priority zones in commercial areas.
Casablanca,Historic District Pedestrianization,A0720,2014/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Pedestrianization of historic areas and commercial districts to enhance walk
Tshwane,A Re Yeng BRT Launch,A0721,2014/11,Ongoing,N/A,City-wide,Expansion of Public Local Transport,The A Re Yeng Bus Rapid Transit system began operations connecting Pretoria CBD to Hatfield via Sunnyside with dedicated bus lanes and seven stations along a seven kilometer inception route featuring clean-burning Euro V diesel buses.
Tshwane,A Re Yeng Phase Expansion,A0722,2021/09,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Extended A Re Yeng services from CBD to Menlyn economic node operating in mixed traffic to improve connectivity and expand the BRT network reach across the metropolitan area.
Tshwane,Pedestrian Safety Infrastructure,A0723,2024/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Construction of pedestrian walkways totaling nearly four kilometers along with raised pedestrian crossings and speed management infrastructure to enhance pedestrian safety around schools and communities.
Tshwane,Gautrain Rail Connection,A0724,2012/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Long-Distance Transport,Integration of Gautrain rapid rail system connecting Tshwane to Johannesburg and OR Tambo International Airport providing an alternative to road transport for regional commuting.
Tshwane,Clean Fuel BRT Buses,A0725,2014/11,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Deployment of compressed natural gas powered buses making Tshwane the first African city to operate clean fuel BRT fleet reducing urban emissions from public transport.
Tshwane,BRT Intelligent Transport System,A0726,2014/11,Ongoing,N/A,City-wide,Intelligent Traffic Control,Implementation of high-tech bus management system with GPS tracking real-time monitoring cameras sensors and control centre for optimized fleet operations and passenger information.
Tshwane,Climate Action Plan Adoption,A0727,2022/06,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Launch of comprehensive Climate Action Plan targeting net-zero carbon by 2050 with emissions reduction goals of fifteen percent by 2030 and forty-five percent by 2040 emphasizing climate justice.
Tshwane,Speed Management Measures,A0728,2024/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Installation of 166 speed humps and 8 mini circles across seven metro regions prioritizing areas surrounding schools to reduce accidents and enhance pedestrian safety.
Tshwane,Road Safety Decade Initiative,A0729,2021/01,2030/12,N/A,City-wide,Expansion of Pedestrian Paths,Investment in road safety improvements as part of the Decade of Action for Road Safety 2021-2030 campaign aiming to cut road deaths and serious injuries by fifty percent by 2030.
Tshwane,WiFi-Enabled BRT Fleet,A0730,2014/11,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Provision of free WiFi services on all A Re Yeng trunk route buses enhancing passenger experience and digital connectivity for public transport users.
Yokohama,Minato Mirai District Decarbonization,A0731,2015/01,Ongoing,N/A,Medium (District/Corridor),Energy-efficient Building Refurbishment,Implementation of localized district heating and cooling systems in Minato Mirai area utilizing renewable energy for moving walkways and reducing building energy consumption.
Yokohama,Green Infrastructure Water Management,A0732,2015/01,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Installation of water circulation systems with rainwater retention and infiltration technology in Grand Mall Park creating cool microclimates through evapotranspiration and capillary action.
Yokohama,Climate Adaptation Infrastructure,A0733,2018/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Deployment of over 1000 infiltration inlet systems to separate stormwater and wastewater flows improving flood response and urban resilience to climate change impacts.
Yokohama,Bicycle and Pedestrian Streets,A0734,2015/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Bicycle Paths,Renovation of streets to reduce driveway lanes and expand walkways with bikeway installation promoting cycling and walking as primary transport modes in major urban areas.
Yokohama,Port Decarbonization Initiative,A0735,2022/05,Ongoing,N/A,Medium (District/Corridor),Alternative Drive Systems and Sharing Offers,Launch of ammonia-fueled tugboat operations and green methanol usage programs at Yokohama Port advancing zero-emission maritime transport technologies.
Yokohama,Green Expo Planning,A0736,2024/03,2027/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Development of sustainability strategy for GREENxEXPO 2027 transforming former military zone into green innovation district with renewable energy and circular architecture principles.
Yokohama,Ocean Biodiversity Enhancement,A0737,2009/01,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Partnership programs to purify seawater and restore marine ecosystems in Yokohama harbor supporting fish shellfish and seaweed populations through the annual Triathlon Championship hosting.
Yokohama,Climate Action Plan Implementation,A0738,2020/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Adoption and implementation of comprehensive Global Warming Action Plan setting ambitious greenhouse gas reduction targets with sector-specific mitigation and adaptation measures.
Yokohama,Renewable Energy Infrastructure,A0739,2023/11,Ongoing,N/A,Medium (District/Corridor),Energy-efficient Building Refurbishment,Achievement of net-zero carbon emissions at Rinko Park through renewable energy generation from waste incineration and biomass methane fermentation creating circular energy systems.
Yokohama,Smart City Decarbonization,A0740,2011/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Continuous smart city initiatives recognized with World Smart City Award promoting decarbonization through public-private partnerships and innovative urban technology solutions.
Durban,Go Durban BRT Planning,A0741,2013/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Announcement and planning of comprehensive integrated rapid public transport network with BRT routes connecting Bridge City to CBD Pinetown and Umhlanga targeting 85 percent resident access.
Durban,Walking and Cycling Infrastructure,A0742,2015/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Development of walking and cycling lanes and pedestrian-friendly environments to reduce car dependency and promote non-motorized transport as part of sustainable mobility transformation.
Durban,BRT Infrastructure Construction,A0743,2015/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Construction of 60 kilometers of dedicated BRT trunk corridors and stations for Phase 1 implementation including C1 C3 and C9 routes to accommodate 25 percent of trunk transport demand.
Durban,Public Transport Bus System,A0744,2015/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Acquisition of new bus fleet and development of cashless MUVO payment system integrating data from Metro Police and Traffic Management Centre for improved commuter experience.
Durban,Bus Lane Development,A0745,2015/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Creation of dedicated bus lanes on major freeways to encourage mass transit usage reduce traffic congestion and improve transport flow and safety.
Durban,Green Building Policy,A0746,2021/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Adoption of green building policy for new constructions in Economic Development and Planning Cluster promoting energy efficiency and sustainable building practices.
Durban,Greenhouse Gas Inventory,A0747,2012/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Implementation of annual greenhouse gas emissions inventory reporting to Carbon Disclosure Project tracking community and municipal emissions to guide climate mitigation strategies.
Durban,Waste-to-Energy Programs,A0748,2015/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Development of recycling composting and waste-to-energy initiatives to reduce landfill waste and promote circular economy principles across communities and businesses.
Durban,Energy Efficiency Buildings,A0749,2020/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Procurement of energy service companies through performance contracts for energy efficiency improvements in public building infrastructure reducing municipal energy consumption.
Durban,Integrated Transport Planning,A0750,2013/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Implementation of transport-oriented development approach connecting residential areas to employment centers through integrated public transport reducing urban sprawl and improving accessibility.
Berlin,Mobility Law Adoption,A0751,2017/01,2018/06,N/A,City-wide,Expansion of Public Local Transport,Enactment of first German state mobility law prioritizing public transport cycling and zero-emissions mobility creating legal foundation for balanced sustainable urban transport planning.
Berlin,Cycling Infrastructure Investment,A0752,2018/01,2019/12,N/A,City-wide,Expansion of Bicycle Paths,Allocation of 100 million euros for expanding cycling infrastructure including fresh green paint on cycle lanes turning red at risky crossings to improve cyclist safety.
Berlin,Electric Bus Fleet Transition,A0753,2018/01,2030/12,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Commitment to transition entire BVG bus fleet to electric buses powered by renewable energy sources replacing 1500 diesel buses by 2030.
Berlin,BEK Climate Program,A0754,2018/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Adoption of Berlin Energy and Climate Protection Programme 2030 with strategies for building energy efficiency transport transformation and urban greening for climate neutrality by 2050.
Berlin,Building Energy Efficiency,A0755,2018/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Implementation of measures to improve energy efficiency of new and existing buildings responsible for half of city greenhouse gas emissions through various retrofit approaches.
Berlin,Public Transport Expansion,A0756,2017/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Enhancement of public transport network to make bus and rail travel more attractive encouraging residents to reduce private car usage as part of mobility transformation.
Berlin,Cycling Strategy Update,A0757,2013/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Revision of cycling strategy to make Berlin more cycle-friendly supporting 1.5 million daily bike trips through improved infrastructure and safety measures.
Berlin,Urban Greening Program,A0758,2018/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Extension of green infrastructure including roofs and facades to enhance urban resilience to rising temperatures and improve climate adaptation capacity.
Berlin,Coal Phase-Out Legislation,A0759,2019/01,2030/12,N/A,City-wide,Energy-efficient Building Refurbishment,Adoption of legislation to end coal-generated power by 2030 eight years earlier than national requirements pioneering state-level climate action in Germany.
Berlin,Radbahn Cycle Track,A0760,2019/01,Ongoing,N/A,Pilot,Expansion of Bicycle Paths,Transformation of 200-meter stretch under U1 viaduct into innovative cycle track laboratory with green infrastructure water treatment and sustainable urban development features.
Caracas,Metro System Launch,A0761,1983/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Inauguration of the first metro line establishing rapid mass transit backbone for capital city serving over two million daily passengers with efficient underground rail network connecting major districts.
Caracas,Metro Line 3 Completion,A0762,2010/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Full operational completion of Line 3 connecting Plaza Venezuela to La Rinconada with eleven stations over ten kilometers serving southern areas and providing interchange with suburban rail.
Caracas,MetroCable San Agustin,A0763,2010/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Cable car system with five stations spanning two kilometers connecting hillside barrio of San Agustin to metro network using gondolas with capacity for 1200 passengers per hour in each direction.
Caracas,Los Teques Metro Connection,A0764,2006/11,Ongoing,800,Medium (District/Corridor),Expansion of Public Long-Distance Transport,Suburban metro system linking satellite city of Los Teques to Caracas Metro at Las Adjuntas station spanning eleven kilometers with five stations serving 42000 daily commuters.
Caracas,Solar Energy Metro Stations,A0765,2010/01,Ongoing,N/A,Medium (District/Corridor),Alternative Drive Systems and Sharing Offers,Installation of photovoltaic systems on MetroCable station rooftops to provide renewable power for transport network and surrounding off-grid communities with wind turbines as interim solution.
Caracas,La Cota Mil Car-Free Initiative,A0766,2000/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Weekly Sunday closure of major highway stretch from 5am to 1pm transforming roadway into open space for cyclists runners pedestrians and skaters promoting clean transport healthy living and community building.
Caracas,Ciclovias Network Development,A0767,2015/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Creation and expansion of dedicated cycling lanes throughout city supported by grassroots movements including Ciclo Guerrilla Urbana and BiciEscuela Urbana promoting bicycle culture and safe urban cycling.
Caracas,Metro Line 2 Extension,A0768,2006/07,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Opening of parallel southern line connecting Plaza Venezuela to Capuchinos providing relief to congested Line 1 with fourteen stations spanning twenty-three kilometers serving Macarao and Rental areas.
Caracas,Elevated Station Climate Design,A0769,2010/01,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Construction of elevated MetroCable stations preserving ground-level airflow allowing prevailing winds to cool adjacent homes minimizing erosion from heavy rains and maintaining natural climate regulation.
Caracas,Pedestrian Oriented Transit,A0770,2010/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Design of MetroCable stations and connections to preserve pedestrian oriented community character with minimal demolition establishing safe walkable access routes connecting hillside neighborhoods to valley transit.
Lusaka,Non-Motorized Transport Strategy,A0771,2022/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Adoption of national strategy promoting equitable road space allocation focusing on walking cycling and public transport though implementation remains uneven requiring enhanced enforcement and infrastructure development.
Lusaka,Low-Carbon Transport Mapping,A0772,2023/07,Ongoing,N/A,City-wide,Intelligent Traffic Control,Launch of project to map public transport system while evaluating greenhouse gas emissions and accessibility of integrated transit networks using digital tools Observer and RouteLab for data collection.
Lusaka,Local Area Plans Development,A0773,2020/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Creation of comprehensive local area plans highlighting transport issues and integrating land use with mobility to address urban sprawl and improve connectivity between residential areas and employment centers.
Lusaka,Road Safety Infrastructure,A0774,2021/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Installation of 3D zebra crossings and other road safety measures addressing alarming fatality rates with 516 deaths in 2021 to improve safety for pedestrians and vulnerable road users especially near schools.
Lusaka,Transport Inclusivity Study,A0775,2021/01,2023/12,N/A,City-wide,Expansion of Pedestrian Paths,Research project funded by Volvo Research and Educational Foundations examining inclusivity in major road infrastructure projects for low-income disadvantaged groups women older people and disabled residents.
Lusaka,Climate Transport Planning,A0776,2023/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Development of guidance framework for inclusive climate-resilient transport planning promoting shift to low-carbon modes including efficient public transport walking and cycling to reduce greenhouse gas emissions.
Lusaka,Minibus System Regulation,A0777,2017/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Implementation of policies to improve governance and regulation of 2600 registered minibuses serving as main transport mode to reduce emissions from aging vehicle fleet and enhance service quality.
Lusaka,Participatory Transport Methods,A0778,2021/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Application of creative participatory approaches including on-street surveys and PGIS mapping engaging disadvantaged groups to understand mobility needs road safety risks and climate impacts for inclusive planning.
Lusaka,Tokyo Way Junction Safety,A0779,2021/01,Ongoing,N/A,Pilot,Expansion of Pedestrian Paths,Targeted safety improvements at one of city's most dangerous traffic junctions affecting large numbers of school children and vulnerable road users using community engagement to identify solutions.
Lusaka,Public Transport Study,A0780,2021/01,2022/06,N/A,City-wide,Expansion of Public Local Transport,Comprehensive joint study with World Bank examining all aspects of current transport provision to develop roadmap for improved public transport services addressing mobility constraints faced by seventy percent of residents.
Buenos Aires,EcoBici Bike Share Launch,A0781,2010/01,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Introduction of free public bicycle sharing system with 270 stations across 15 communes providing 24-hour access to bikes enabling 400000 daily trips and reducing 12155 tonnes of greenhouse gas emissions in 2020.
Buenos Aires,Protected Bicycle Lanes Network,A0782,2009/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Development of 286 kilometer cycle network connecting city center with populous neighborhoods linking schools universities hospitals strategically to promote active travel increasing cycling modal share from 0.4 to ten percent.
Buenos Aires,Metrobus 9 de Julio,A0783,2013/07,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Conversion of 18-lane car-centric Avenida 9 de Julio into complete street with exclusive bus lanes reducing travel times by fifty percent for 255000 daily public transport users on widest avenue in world.
Buenos Aires,Metrobus Sur Corridor,A0784,2013/09,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Opening of 23 kilometer BRT corridor in two branches General Roca and Fernandez de la Cruz with 32 stations carrying 250000 passengers daily reducing commute times twenty percent for eight neighborhoods.
Buenos Aires,Climate Action Plan 2050,A0785,2020/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Launch of comprehensive climate action plan committing to carbon neutrality by 2050 with targets for thirty percent residential building retrofits by 2030 and seventy percent new buildings using solar thermal energy.
Buenos Aires,Pedestrian Priority Areas,A0786,2013/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Transformation of dozens of city center blocks into pedestrian-friendly environment encouraging walking and cycling with plans for 15 additional pedestrian zones by 2030 prioritizing public space over cars.
Buenos Aires,Green Spaces Expansion,A0787,2016/01,2022/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Incorporation of 110 hectares of new green spaces and 16 parks promoting recreational use healthy habits and climate change mitigation with goal of adding 100 blocks of public green space across 48 neighborhoods.
Buenos Aires,LED Street Lighting,A0788,2013/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Implementation of energy efficiency plan for public lighting with remote-managed LED technology providing significant energy savings and greater safety with higher illumination power compared to traditional sodium lamps.
Buenos Aires,Zero Emission Bus Target,A0789,2020/01,2030/12,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Commitment to transition fifty percent of 18000 bus fleet to zero-emission vehicles by 2030 with biofuel as intermediary option supporting clean public transport and reducing transport sector emissions.
Buenos Aires,BA Climate Action Platform,A0790,2020/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Launch of open data platform co-created with 600 citizens experts and NGOs providing environmental indicators GHG inventory and 30 datasets to foster public dialogue promote transparency and enable citizen monitoring of climate goals.
Toronto,Bloor Street Bike Lane Pilot,A0791,2016/08,2016/11,0.5,Medium (District/Corridor),Expansion of Bicycle Paths,Installed temporary separated bike lanes on Bloor Street West between Shaw Street and Avenue Road as a pilot project to test cycling infrastructure on a major arterial road
Toronto,Queens Quay Revitalization,A0792,2009/01,2015/06,120,Medium (District/Corridor),Expansion of Pedestrian Paths,Transformed Queens Quay into a pedestrian-friendly waterfront boulevard with widened sidewalks and linear park connecting various precincts along the waterfront
Toronto,Toronto-York Spadina Subway Extension,A0793,2009/01,2017/12,3200,City-wide,Expansion of Public Local Transport,Extended Line 1 subway 8.6 kilometers northwest from Sheppard West to Vaughan Metropolitan Centre adding six new stations serving York University and York Region
Toronto,Bike Share Toronto Expansion,A0794,2011/05,2023/12,45,City-wide,Alternative Drive Systems and Sharing Offers,Launched and expanded public bike-sharing system from initial rollout to 756 stations with 8970 bicycles including 1815 e-bikes serving over 5.7 million annual rides
Toronto,Toronto Green Standard Version 2,A0795,2013/05,Ongoing,2,City-wide,Energy-efficient Building Refurbishment,Updated sustainable design requirements for new developments raising performance standards expected to save over one megatonne of GHG emissions by 2050
Toronto,ActiveTO Cycling Network Expansion,A0796,2020/05,2021/12,25,City-wide,Expansion of Bicycle Paths,Installed 40 kilometers of bike lanes across major corridors as COVID-19 physical distancing measure which were made permanent after showing high ridership and minimal traffic delays
Toronto,Green P EV Charging Network,A0797,2018/01,2024/12,18,City-wide,Alternative Drive Systems and Sharing Offers,Installed over 650 electric vehicle charging ports in Green P parking lots and on-street locations to support transition to electric vehicles
Toronto,Port Lands Flood Protection,A0798,2017/01,2024/12,1350,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Major infrastructure project renaturalizing Don River mouth creating new river valley and wetlands while protecting neighborhoods from flooding
Toronto,Green Streets Program,A0799,2015/01,Ongoing,85,City-wide,Green Infrastructure (Carbon Sinks),Integrated green infrastructure including bioswales permeable pavement and stormwater tree trenches into road projects to manage rainwater at source
Toronto,Cycling Network Plan Implementation,A0800,2016/06,Ongoing,105,City-wide,Expansion of Bicycle Paths,Approved 10-year plan to connect grow and renew cycling infrastructure with target of 100 kilometers of priority bikeway projects over three-year periods
Toronto,TTC Electric Bus Procurement,A0801,2020/01,Ongoing,420,City-wide,Alternative Drive Systems and Sharing Offers,Began integration of electric buses into TTC fleet working toward zero-emissions bus fleet target by 2037 three years ahead of original schedule
Toronto,Smart Traffic Signal System,A0802,2016/01,Ongoing,65,City-wide,Intelligent Traffic Control,Implemented adaptive traffic signal system using real-time data to optimize traffic flow and reduce congestion across major corridors
Toronto,Home Energy Loan Program,A0803,2014/01,Ongoing,12,City-wide,Energy-efficient Building Refurbishment,Provided financing for residential energy-efficient renovations supporting over 250 projects annually to reduce natural gas consumption and emissions
Toronto,Wastewater Energy Recovery,A0804,2022/01,Ongoing,45,Pilot,Alternative Drive Systems and Sharing Offers,Facilitated one of the largest sewer heat-recovery projects globally to expand local renewable energy supply for buildings using wastewater thermal energy
Dubai,Dubai Metro Red Line,A0805,2009/09,2011/09,7800,City-wide,Expansion of Public Local Transport,Opened fully automated driverless metro system with Red Line spanning 52.1 kilometers serving 29 stations connecting key areas from Rashidiya to Jebel Ali
Dubai,Dubai Metro Green Line,A0806,2011/09,2011/09,3200,City-wide,Expansion of Public Local Transport,Launched Green Line of Dubai Metro adding 22.5 kilometers with 20 stations providing crucial cross-city connectivity in fully automated system
Dubai,Dubai Tram Network,A0807,2014/11,2014/11,1100,Medium (District/Corridor),Expansion of Public Local Transport,Opened modern tram system along Al Sufouh Road connecting Dubai Marina to Al Sufouh covering 10.6 kilometers with 11 stations
Dubai,RTA Hybrid Taxi Fleet,A0808,2008/01,2020/12,280,City-wide,Alternative Drive Systems and Sharing Offers,Converted 50 percent of Dubai taxi fleet to hybrid vehicles as step toward goal of fully electric and hybrid fleet by 2027
Dubai,Green Building Regulations,A0809,2011/01,Ongoing,8,City-wide,Energy-efficient Building Refurbishment,Implemented green building regulations and specifications covering ecology planning building vitality and resource efficiency in energy water and materials
Dubai,Mohammed bin Rashid Solar Park Phase 1,A0810,2013/10,2013/10,120,City-wide,Green Infrastructure (Carbon Sinks),Launched first phase of what became world's largest single-site solar park with planned 5000 MW capacity by 2030
Dubai,EV Charging Infrastructure,A0811,2015/01,2023/12,95,City-wide,Alternative Drive Systems and Sharing Offers,Expanded electric vehicle charging network from 16 stations to 382 green charging stations across Dubai working toward 1000 by 2025
Dubai,Smart Traffic Management System,A0812,2016/01,Ongoing,145,City-wide,Intelligent Traffic Control,Deployed intelligent traffic management systems using real-time data to manage traffic flow and reduce congestion across road networks
Dubai,Route 2020 Metro Extension,A0813,2020/01,2021/01,2900,City-wide,Expansion of Public Long-Distance Transport,Extended Red Line 15 kilometers to Expo 2020 site adding seven new stations connecting to long-distance transport routes
Dubai,Dubai Waste-to-Energy Plant,A0814,2020/01,2024/12,1420,City-wide,Green Infrastructure (Carbon Sinks),Constructed world's largest waste-to-energy facility processing 5600 tonnes of waste daily converting 45 percent of municipal waste into 215 MWh clean energy
Dubai,Green Hydrogen Production Facility,A0815,2021/05,Ongoing,85,Pilot,Alternative Drive Systems and Sharing Offers,Built Middle East's first solar-powered green hydrogen production facility at Mohammed bin Rashid Solar Park generating approximately 90 tons since launch
Dubai,Bus Rapid Transit Al Khail Road,A0816,2019/01,2019/12,420,Medium (District/Corridor),Expansion of Public Local Transport,Developed dedicated bus rapid transit corridor along Al Khail Road improving public transport connectivity and reducing travel times
Quezon City,Climate Emergency Declaration Budget,A0817,2019/01,Ongoing,1250,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Declared climate emergency allocating 13 percent of annual budget to climate initiatives growing to over 19 percent by 2024 for comprehensive action
Quezon City,Mandatory Green Building Standards,A0818,2019/01,Ongoing,4,City-wide,Energy-efficient Building Refurbishment,Enacted ordinance requiring construction projects to incorporate energy-efficient designs water conservation and sustainable materials including renewable energy
Quezon City,Active Transport Ordinance,A0819,2020/01,Ongoing,85,City-wide,Expansion of Bicycle Paths,Implemented ordinance expanding bike lane networks by 217 kilometers integrating with public transport to reduce fossil fuel reliance and carbon emissions
Quezon City,Free Electric Bus Service,A0820,2020/01,Ongoing,145,City-wide,Alternative Drive Systems and Sharing Offers,Transitioned free bus ride program serving over 20 million annual riders to electric vehicles working toward fully electric fleet including service vehicles
Quezon City,Solar Panel School Program,A0821,2021/01,2023/12,28,City-wide,Energy-efficient Building Refurbishment,Solarized 50 public high schools through C40 Cities Finance Facility project reducing electricity costs and greenhouse gas emissions
Quezon City,Joy of Urban Farming,A0822,2019/01,Ongoing,12,City-wide,Green Infrastructure (Carbon Sinks),Established over 1500 urban farms involving more than 40000 urban farmers providing food security while creating green spaces for carbon absorption
Quezon City,Enhanced Local Climate Action Plan,A0823,2021/01,Ongoing,8,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Developed comprehensive strategic framework following C40 framework to build climate resilience pursue carbon neutrality and provide livable community for all
Quezon City,E-Trike Distribution Program,A0824,2018/01,2021/12,18,City-wide,Alternative Drive Systems and Sharing Offers,Distributed almost 300 electric tricycles to beneficiaries from various barangays promoting energy efficiency and clean technology in transport sector
Quezon City,OASIS Schoolyards Program,A0825,2022/01,Ongoing,15,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Transformed schoolyards into green multi-use community spaces resilient to both heatwaves and flooding through partnership with Resilient Cities Network
Quezon City,Plastic Ban Implementation,A0826,2019/01,2021/07,2,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Enacted and implemented plastic bag ban and single-use plastics ordinance to change consumer behavior and reduce waste through sustainable practices
Quezon City,Parks and Open Spaces Expansion,A0827,2020/01,Ongoing,95,City-wide,Green Infrastructure (Carbon Sinks),Committed to doubling city's parks and open spaces by 2030 creating green infrastructure for climate resilience recreation and urban cooling
Quezon City,Building Solarization Target,A0828,2021/01,Ongoing,125,City-wide,Energy-efficient Building Refurbishment,Committed to solarize all viable city-owned buildings by 2030 reducing energy costs and greenhouse gas emissions through renewable energy deployment
Quezon City,SPARK Active Mobility Project,A0829,2023/01,Ongoing,6,Medium (District/Corridor),Expansion of Bicycle Paths,Launched project with ICLEI to increase role of active mobility building resilient transport systems and promoting climate-friendly mobility behavior
Quezon City,Climate Change Department Establishment,A0830,2019/01,Ongoing,8,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Created first dedicated local government department in Philippines for leading whole-of-government whole-of-society approach to climate actionlimate Change Department Establishment,A0850,2019/01,Ongoing,8,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Created first dedicated local government department in Philippines for leading whole-of-government whole-of-society approach to climate action
Rome,Metro Line C Phase 1,A0831,2014/11,2018/05,3000,City-wide,Expansion of Public Local Transport,First driverless metro line in Rome connecting southeastern suburbs with city center through San Giovanni station with 21 stations operational reducing travel times and emissions for thousands of daily commuters.
Rome,Metro Line C Phase 2,A0832,2018/05,Ongoing,2000,City-wide,Expansion of Public Local Transport,Extension of automated metro system towards historic center including complex stations at archaeological sites with advanced excavation techniques to preserve Roman heritage while expanding sustainable transit network.
Rome,GRAB Bicycle Ring Road,A0833,2021/07,2024/12,150,City-wide,Expansion of Bicycle Paths,Circular cycling and pedestrian route of 50 kilometers connecting historic landmarks parks and green spaces integrating with four metro lines five tram lines and multiple railway stations promoting active mobility throughout the city.
Rome,Transitory Bike Lanes Program,A0834,2020/05,2022/12,25,City-wide,Expansion of Bicycle Paths,Emergency response program implementing 150 kilometers of new cycling infrastructure on main streets and key routes using temporary infrastructure later upgraded to permanent facilities supporting post-pandemic mobility shift.
Rome,Urban Cycling Network Expansion,A0835,2015/01,2023/12,180,City-wide,Expansion of Bicycle Paths,Comprehensive development of urban cycling infrastructure adding over 100 kilometers of bike lanes throughout the city including new bike parking facilities and mobility hubs integrated with public transport stops.
Rome,30 km/h Speed Zones Implementation,A0836,2020/01,Ongoing,15,Medium (District/Corridor),Expansion of Pedestrian Paths,Introduction of traffic calming zones with reduced speed limits across multiple districts improving pedestrian safety and accessibility to public transport stops while creating more livable urban spaces.
Rome,Pedestrian Priority Areas,A0837,2018/01,Ongoing,45,Medium (District/Corridor),Expansion of Pedestrian Paths,Systematic identification and development of new pedestrian routes and car-free public spaces throughout the city gradually transforming vehicle-dominated areas into walkable neighborhoods enhancing urban livability.
Rome,Bike Sharing System Integration,A0838,2016/01,Ongoing,30,City-wide,Alternative Drive Systems and Sharing Offers,Implementation of integrated bike-sharing programs connected with public transport system including docking stations at metro and rail stations facilitating multimodal sustainable mobility options for residents and tourists.
