City_ID,Country,Region_Code,Climate_Zone,Date,Population_2025_Mio,Median_Age_Years,GDP_Billion_USD,GDP_per_Capita_USD
Milan,Italy,EUR,Temperate Zone,2015/01,5.5,42,295.0,53636
Milan,Italy,EUR,Temperate Zone,2016/01,5.6,42,305.0,54464
Milan,Italy,EUR,Temperate Zone,2018/01,5.7,43,325.0,57018
Milan,Italy,EUR,Temperate Zone,2019/01,5.8,43,335.0,57759
Milan,Italy,EUR,Temperate Zone,2019/02,5.8,43,338.0,58276
Milan,Italy,EUR,Temperate Zone,2020/01,5.9,44,345.0,58475
Milan,Italy,EUR,Temperate Zone,2021/01,5.9,44,355.0,60169
Milan,Italy,EUR,Temperate Zone,2021/11,6.0,44,365.0,60833
Milan,Italy,EUR,Temperate Zone,2022/01,6.0,45,370.0,61667
Freetown,Sierra Leone,AFR,Tropical Zone,2018/01,1.3,19,4.0,3077
Freetown,Sierra Leone,AFR,Tropical Zone,2019/01,1.3,19,4.2,3231
Freetown,Sierra Leone,AFR,Tropical Zone,2020/01,1.4,19,4.5,3214
Freetown,Sierra Leone,AFR,Tropical Zone,2021/01,1.4,19,4.7,3357
Freetown,Sierra Leone,AFR,Tropical Zone,2022/01,1.5,19,5.0,3333
Freetown,Sierra Leone,AFR,Tropical Zone,2023/01,1.5,19,5.3,3533
Freetown,Sierra Leone,AFR,Tropical Zone,2024/01,1.6,19,5.6,3500
Köln,Germany,EUR,Temperate Zone,2010/01,1.80,41,80.0,44444
Köln,Germany,EUR,Temperate Zone,2012/01,1.82,41,85.0,46703
Köln,Germany,EUR,Temperate Zone,2015/01,1.85,42,95.0,51351
Köln,Germany,EUR,Temperate Zone,2016/01,1.86,42,100.0,53763
Köln,Germany,EUR,Temperate Zone,2017/01,1.87,42,105.0,56150
Köln,Germany,EUR,Temperate Zone,2018/01,1.88,43,110.0,58511
Köln,Germany,EUR,Temperate Zone,2019/01,1.89,43,115.0,60847
Köln,Germany,EUR,Temperate Zone,2020/01,1.90,43,120.0,63158
Austin,USA,NA,Subtropical Zone,2015/01,2.0,32,120.0,60000
Austin,USA,NA,Subtropical Zone,2018/01,2.1,33,150.0,71429
Austin,USA,NA,Subtropical Zone,2019/01,2.2,33,165.0,75000
Austin,USA,NA,Subtropical Zone,2019/04,2.2,33,170.0,77273
Austin,USA,NA,Subtropical Zone,2020/01,2.3,34,185.0,80435
Austin,USA,NA,Subtropical Zone,2020/11,2.3,34,195.0,84783
Austin,USA,NA,Subtropical Zone,2021/09,2.4,34,210.0,87500
Austin,USA,NA,Subtropical Zone,2022/01,2.4,35,220.0,91667
Austin,USA,NA,Subtropical Zone,2023/01,2.5,35,245.0,98000
Austin,USA,NA,Subtropical Zone,2024/01,2.6,36,270.0,103846
Austin,USA,NA,Subtropical Zone,2024/03,2.6,36,275.0,105769
Stockholm,Sweden,EUR,Temperate Zone,1980/01,1.4,36,55.0,39286
Stockholm,Sweden,EUR,Temperate Zone,2007/01,1.9,40,120.0,63158
Stockholm,Sweden,EUR,Temperate Zone,2010/01,2.0,40,140.0,70000
Stockholm,Sweden,EUR,Temperate Zone,2015/01,2.2,41,175.0,79545
Stockholm,Sweden,EUR,Temperate Zone,2016/01,2.2,41,185.0,84091
Stockholm,Sweden,EUR,Temperate Zone,2017/01,2.3,41,195.0,84783
Stockholm,Sweden,EUR,Temperate Zone,2018/01,2.3,42,205.0,89130
Stockholm,Sweden,EUR,Temperate Zone,2020/01,2.4,42,220.0,91667
Stockholm,Sweden,EUR,Temperate Zone,2024/01,2.6,43,260.0,100000
Amsterdam,Netherlands,EUR,Temperate Zone,2012/01,1.55,40,110.0,70968
Amsterdam,Netherlands,EUR,Temperate Zone,2015/01,1.60,40,125.0,78125
Amsterdam,Netherlands,EUR,Temperate Zone,2016/01,1.61,41,130.0,80745
Amsterdam,Netherlands,EUR,Temperate Zone,2017/01,1.63,41,137.0,84049
Amsterdam,Netherlands,EUR,Temperate Zone,2018/01,1.64,41,145.0,88415
Amsterdam,Netherlands,EUR,Temperate Zone,2019/01,1.66,42,153.0,92169
Amsterdam,Netherlands,EUR,Temperate Zone,2020/01,1.67,42,158.0,94611
Amsterdam,Netherlands,EUR,Temperate Zone,2022/01,1.70,43,172.0,101176
Amsterdam,Netherlands,EUR,Temperate Zone,2024/01,1.74,43,188.0,108046
Amsterdam,Netherlands,EUR,Temperate Zone,2025/01,1.76,44,196.0,111364
San Francisco,USA,NA,Temperate Zone,1973/01,5.5,33,80.0,14545
San Francisco,USA,NA,Temperate Zone,2008/01,7.2,37,420.0,58333
San Francisco,USA,NA,Temperate Zone,2010/01,7.4,38,470.0,63514
San Francisco,USA,NA,Temperate Zone,2011/01,7.5,38,500.0,66667
San Francisco,USA,NA,Temperate Zone,2012/01,7.6,39,550.0,72368
San Francisco,USA,NA,Temperate Zone,2013/01,7.7,39,600.0,77922
San Francisco,USA,NA,Temperate Zone,2013/08,7.8,39,625.0,80128
San Francisco,USA,NA,Temperate Zone,2014/01,7.8,40,650.0,83333
San Francisco,USA,NA,Temperate Zone,2015/01,7.9,40,700.0,88608
San Francisco,USA,NA,Temperate Zone,2016/01,8.0,40,750.0,93750
San Francisco,USA,NA,Temperate Zone,2017/01,8.1,41,800.0,98765
San Francisco,USA,NA,Temperate Zone,2017/06,8.1,41,820.0,101235
San Francisco,USA,NA,Temperate Zone,2018/01,8.2,41,860.0,104878
San Francisco,USA,NA,Temperate Zone,2020/04,8.3,42,950.0,114458
Frankfurt,Germany,EUR,Temperate Zone,2010/01,5.5,41,250.0,45455
Frankfurt,Germany,EUR,Temperate Zone,2011/01,5.6,41,270.0,48214
Frankfurt,Germany,EUR,Temperate Zone,2012/01,5.7,42,285.0,50000
Frankfurt,Germany,EUR,Temperate Zone,2013/01,5.8,42,300.0,51724
Frankfurt,Germany,EUR,Temperate Zone,2014/01,5.9,42,320.0,54237
Frankfurt,Germany,EUR,Temperate Zone,2015/01,6.0,43,340.0,56667
Frankfurt,Germany,EUR,Temperate Zone,2016/01,6.1,43,360.0,59016
Frankfurt,Germany,EUR,Temperate Zone,2017/01,6.2,43,380.0,61290
Frankfurt,Germany,EUR,Temperate Zone,2018/01,6.3,44,400.0,63492
Frankfurt,Germany,EUR,Temperate Zone,2019/01,6.4,44,420.0,65625
Seattle,USA,NA,Temperate Zone,2009/01,3.25,36,170.0,52308
Seattle,USA,NA,Temperate Zone,2010/01,3.30,36,180.0,54545
Seattle,USA,NA,Temperate Zone,2010/09,3.33,36,190.0,57057
Seattle,USA,NA,Temperate Zone,2011/01,3.35,37,200.0,59701
Seattle,USA,NA,Temperate Zone,2012/01,3.40,37,220.0,64706
Seattle,USA,NA,Temperate Zone,2013/01,3.45,37,240.0,69565
Seattle,USA,NA,Temperate Zone,2014/01,3.50,38,260.0,74286
Seattle,USA,NA,Temperate Zone,2015/01,3.55,38,285.0,80282
Seattle,USA,NA,Temperate Zone,2017/01,3.70,39,340.0,91892
Seattle,USA,NA,Temperate Zone,2018/01,3.80,39,380.0,100000
Seattle,USA,NA,Temperate Zone,2019/07,3.90,40,420.0,107692
Seattle,USA,NA,Temperate Zone,2020/04,4.00,40,440.0,110000
Seattle,USA,NA,Temperate Zone,2023/01,4.25,41,510.0,120000
Denver,USA,NA,Temperate Zone,2010/01,2.5,35,130.0,52000
Denver,USA,NA,Temperate Zone,2011/01,2.6,35,138.0,53077
Denver,USA,NA,Temperate Zone,2012/01,2.6,36,145.0,55769
Denver,USA,NA,Temperate Zone,2013/01,2.7,36,155.0,57407
Denver,USA,NA,Temperate Zone,2014/01,2.8,36,165.0,58929
Denver,USA,NA,Temperate Zone,2015/01,2.9,37,175.0,60345
Denver,USA,NA,Temperate Zone,2016/01,2.9,37,185.0,63793
Denver,USA,NA,Temperate Zone,2017/01,3.0,37,195.0,65000
Denver,USA,NA,Temperate Zone,2018/01,3.1,38,205.0,66129
Denver,USA,NA,Temperate Zone,2019/01,3.2,38,215.0,67188
Denver,USA,NA,Temperate Zone,2020/11,3.2,38,225.0,70313
Denver,USA,NA,Temperate Zone,2022/01,3.3,39,240.0,72727
Denver,USA,NA,Temperate Zone,2022/04,3.3,39,245.0,74242
Vancouver,Canada,NA,Temperate Zone,2010/01,2.3,39,120.0,52174
Vancouver,Canada,NA,Temperate Zone,2011/07,2.3,40,128.0,55652
Vancouver,Canada,NA,Temperate Zone,2012/01,2.4,40,135.0,56250
Vancouver,Canada,NA,Temperate Zone,2013/01,2.4,40,140.0,58333
Vancouver,Canada,NA,Temperate Zone,2013/07,2.5,41,145.0,58000
Vancouver,Canada,NA,Temperate Zone,2014/01,2.5,41,150.0,60000
Vancouver,Canada,NA,Temperate Zone,2014/03,2.5,41,152.0,60800
Vancouver,Canada,NA,Temperate Zone,2014/06,2.5,41,155.0,62000
Vancouver,Canada,NA,Temperate Zone,2015/01,2.6,41,160.0,61538
Vancouver,Canada,NA,Temperate Zone,2016/01,2.6,42,170.0,65385
Vancouver,Canada,NA,Temperate Zone,2016/07,2.7,42,175.0,64815
Vancouver,Canada,NA,Temperate Zone,2016/12,2.7,42,180.0,66667
Vancouver,Canada,NA,Temperate Zone,2020/01,2.8,42,205.0,73214
Vancouver,Canada,NA,Temperate Zone,2023/01,3.0,43,245.0,81667
Washington DC,USA,NA,Temperate Zone,2005/01,5.2,36,310.0,59615
Washington DC,USA,NA,Temperate Zone,2010/01,5.5,37,390.0,70909
Washington DC,USA,NA,Temperate Zone,2010/09,5.6,37,400.0,71429
Washington DC,USA,NA,Temperate Zone,2011/01,5.6,37,410.0,73214
Washington DC,USA,NA,Temperate Zone,2012/01,5.7,38,430.0,75439
Washington DC,USA,NA,Temperate Zone,2013/01,5.8,38,450.0,77586
Washington DC,USA,NA,Temperate Zone,2014/01,5.9,38,470.0,79661
Washington DC,USA,NA,Temperate Zone,2015/01,6.0,39,490.0,81667
Washington DC,USA,NA,Temperate Zone,2016/01,6.0,39,510.0,85000
Washington DC,USA,NA,Temperate Zone,2017/01,6.1,39,530.0,86885
Washington DC,USA,NA,Temperate Zone,2023/01,6.4,41,630.0,98438
Oslo,Norway,EUR,Temperate Zone,2015/01,1.55,38,130.0,83871
Oslo,Norway,EUR,Temperate Zone,2016/01,1.57,38,135.0,86624
Oslo,Norway,EUR,Temperate Zone,2017/01,1.59,38,142.0,89308
Oslo,Norway,EUR,Temperate Zone,2018/01,1.61,39,150.0,93168
Oslo,Norway,EUR,Temperate Zone,2019/01,1.63,39,158.0,96933
Oslo,Norway,EUR,Temperate Zone,2020/01,1.65,40,165.0,100000
Oslo,Norway,EUR,Temperate Zone,2022/01,1.69,40,178.0,105325
Copenhagen,Denmark,EUR,Temperate Zone,1962/01,1.4,30,10.0,7143
Copenhagen,Denmark,EUR,Temperate Zone,2010/01,1.8,39,110.0,61111
Copenhagen,Denmark,EUR,Temperate Zone,2010/06,1.8,39,112.0,62222
Copenhagen,Denmark,EUR,Temperate Zone,2011/01,1.9,40,118.0,62105
Copenhagen,Denmark,EUR,Temperate Zone,2012/01,1.9,40,125.0,65789
Copenhagen,Denmark,EUR,Temperate Zone,2014/01,2.0,41,140.0,70000
Copenhagen,Denmark,EUR,Temperate Zone,2015/01,2.1,41,150.0,71429
Copenhagen,Denmark,EUR,Temperate Zone,2016/01,2.1,42,160.0,76190
Copenhagen,Denmark,EUR,Temperate Zone,2018/01,2.2,42,180.0,81818
Copenhagen,Denmark,EUR,Temperate Zone,2020/01,2.3,43,200.0,86957
Boston,USA,NA,Temperate Zone,2002/07,4.0,36,250.0,62500
Boston,USA,NA,Temperate Zone,2007/07,4.3,37,300.0,69767
Boston,USA,NA,Temperate Zone,2011/07,4.5,38,350.0,77778
Boston,USA,NA,Temperate Zone,2016/12,4.8,39,420.0,87500
Boston,USA,NA,Temperate Zone,2017/03,4.8,39,425.0,88542
Boston,USA,NA,Temperate Zone,2020/01,5.0,40,470.0,94000
Boston,USA,NA,Temperate Zone,2022/03,5.1,40,510.0,100000
Boston,USA,NA,Temperate Zone,2022/09,5.1,41,520.0,101961
Boston,USA,NA,Temperate Zone,2023/06,5.2,41,550.0,105769
Boston,USA,NA,Temperate Zone,2024/01,5.2,42,570.0,109615
Boston,USA,NA,Temperate Zone,2024/06,5.3,42,590.0,111321
Portland,USA,NA,Temperate Zone,2001/07,1.8,36,65.0,36111
Portland,USA,NA,Temperate Zone,2002/01,1.8,36,68.0,37778
Portland,USA,NA,Temperate Zone,2008/01,2.0,37,85.0,42500
Portland,USA,NA,Temperate Zone,2010/01,2.1,38,95.0,45238
Portland,USA,NA,Temperate Zone,2012/01,2.2,38,105.0,47727
Portland,USA,NA,Temperate Zone,2015/06,2.4,39,130.0,54167
Portland,USA,NA,Temperate Zone,2016/01,2.4,39,135.0,56250
Portland,USA,NA,Temperate Zone,2018/11,2.6,40,160.0,61538
Portland,USA,NA,Temperate Zone,2020/02,2.7,40,175.0,64815
Portland,USA,NA,Temperate Zone,2021/01,2.7,41,185.0,68519
Portland,USA,NA,Temperate Zone,2022/01,2.8,41,195.0,69643
Stuttgart,Germany,EUR,Temperate Zone,1986/01,2.5,38,70.0,28000
Stuttgart,Germany,EUR,Temperate Zone,2007/01,2.6,40,110.0,42308
Stuttgart,Germany,EUR,Temperate Zone,2008/01,2.6,40,115.0,44231
Stuttgart,Germany,EUR,Temperate Zone,2009/01,2.7,40,120.0,44444
Stuttgart,Germany,EUR,Temperate Zone,2010/01,2.7,41,125.0,46296
Stuttgart,Germany,EUR,Temperate Zone,2010/06,2.7,41,128.0,47407
Stuttgart,Germany,EUR,Temperate Zone,2012/01,2.8,41,140.0,50000
Stuttgart,Germany,EUR,Temperate Zone,2015/01,2.9,42,160.0,55172
Stuttgart,Germany,EUR,Temperate Zone,2019/07,3.0,43,185.0,61667
Stuttgart,Germany,EUR,Temperate Zone,2020/01,3.0,43,190.0,63333
Atlanta,USA,NA,Subtropical Zone,2005/01,5.1,33,260.0,50980
Atlanta,USA,NA,Subtropical Zone,2009/01,5.4,34,300.0,55556
Atlanta,USA,NA,Subtropical Zone,2010/01,5.5,34,310.0,56364
Atlanta,USA,NA,Subtropical Zone,2013/06,5.8,35,350.0,60345
Atlanta,USA,NA,Subtropical Zone,2015/07,6.0,36,390.0,65000
Atlanta,USA,NA,Subtropical Zone,2017/01,6.1,36,420.0,68852
Atlanta,USA,NA,Subtropical Zone,2017/05,6.2,36,430.0,69355
Atlanta,USA,NA,Subtropical Zone,2018/01,6.3,37,450.0,71429
Atlanta,USA,NA,Subtropical Zone,2019/01,6.4,37,470.0,73438
Atlanta,USA,NA,Subtropical Zone,2020/01,6.5,37,490.0,75385
Atlanta,USA,NA,Subtropical Zone,2021/01,6.6,38,510.0,77273
Atlanta,USA,NA,Subtropical Zone,2022/01,6.7,38,530.0,79104
Miami,USA,NA,Tropical Zone,2008/01,5.3,40,250.0,47170
Miami,USA,NA,Tropical Zone,2008/06,5.3,40,260.0,49057
Miami,USA,NA,Tropical Zone,2010/02,5.5,41,280.0,50909
Miami,USA,NA,Tropical Zone,2011/04,5.6,41,300.0,53571
Miami,USA,NA,Tropical Zone,2012/07,5.7,42,320.0,56140
Miami,USA,NA,Tropical Zone,2015/01,6.0,42,380.0,63333
Miami,USA,NA,Tropical Zone,2018/01,6.2,43,450.0,72581
Miami,USA,NA,Tropical Zone,2018/06,6.3,43,465.0,73810
Miami,USA,NA,Tropical Zone,2019/01,6.4,43,485.0,75781
Miami,USA,NA,Tropical Zone,2021/06,6.6,44,530.0,80303
Miami,USA,NA,Tropical Zone,2022/09,6.7,44,570.0,85075
Miami,USA,NA,Tropical Zone,2022/10,6.7,44,575.0,85821
New Orleans,USA,NA,Subtropical Zone,2009/01,1.1,36,65.0,59091
New Orleans,USA,NA,Subtropical Zone,2010/06,1.2,37,70.0,58333
New Orleans,USA,NA,Subtropical Zone,2012/01,1.2,38,78.0,65000
New Orleans,USA,NA,Subtropical Zone,2019/01,1.3,40,95.0,73077
New Orleans,USA,NA,Subtropical Zone,2020/01,1.3,40,98.0,75385
New Orleans,USA,NA,Subtropical Zone,2020/06,1.3,40,100.0,76923
New Orleans,USA,NA,Subtropical Zone,2022/01,1.4,41,108.0,77143
New Orleans,USA,NA,Subtropical Zone,2022/07,1.4,41,110.0,78571
New Orleans,USA,NA,Subtropical Zone,2022/12,1.4,42,112.0,80000
New Orleans,USA,NA,Subtropical Zone,2023/01,1.4,42,113.0,80714
New Orleans,USA,NA,Subtropical Zone,2023/07,1.4,42,115.0,82143
Kiel,Germany,EUR,Temperate Zone,2015/01,0.5,43,20.0,40000
Kiel,Germany,EUR,Temperate Zone,2016/01,0.5,43,21.0,42000
Kiel,Germany,EUR,Temperate Zone,2017/01,0.5,44,22.0,44000
Kiel,Germany,EUR,Temperate Zone,2018/01,0.5,44,23.0,46000
Kiel,Germany,EUR,Temperate Zone,2018/06,0.5,44,23.5,47000
Kiel,Germany,EUR,Temperate Zone,2019/01,0.5,45,24.0,48000
Kiel,Germany,EUR,Temperate Zone,2019/05,0.5,45,24.5,49000
Kiel,Germany,EUR,Temperate Zone,2019/06,0.5,45,24.7,49400
Kiel,Germany,EUR,Temperate Zone,2020/01,0.5,45,25.5,51000
Kiel,Germany,EUR,Temperate Zone,2020/06,0.5,45,26.0,52000
Kiel,Germany,EUR,Temperate Zone,2021/06,0.5,46,27.0,54000
Heidelberg,Germany,EUR,Temperate Zone,1992/06,0.3,37,10.0,33333
Heidelberg,Germany,EUR,Temperate Zone,1997/01,0.3,39,12.0,40000
Heidelberg,Germany,EUR,Temperate Zone,2008/01,0.4,42,18.0,45000
Heidelberg,Germany,EUR,Temperate Zone,2010/01,0.4,43,20.0,50000
Heidelberg,Germany,EUR,Temperate Zone,2012/01,0.4,43,22.0,55000
Heidelberg,Germany,EUR,Temperate Zone,2013/06,0.4,44,23.5,58750
Heidelberg,Germany,EUR,Temperate Zone,2014/01,0.4,44,24.0,60000
Heidelberg,Germany,EUR,Temperate Zone,2014/06,0.4,44,24.5,61250
Heidelberg,Germany,EUR,Temperate Zone,2014/12,0.4,44,25.0,62500
Heidelberg,Germany,EUR,Temperate Zone,2018/03,0.5,45,28.0,56000
